19,67,88
21,66,88
22,67,88
22,68,88
22,70,88
22,71,88
23,68,88
23,70,88
23,71,88
24,68,88
24,72,88
25,68,88
25,69,88
26,69,88
28,72,88
22,67,87
22,68,87
22,69,87
22,70,87
22,71,87
22,73,87
23,69,87
23,71,87
23,72,87
24,70,87
24,72,87
25,71,87
25,73,87
21,70,86
22,70,86
22,71,86
22,72,86
23,69,86
23,72,86
23,73,86
24,72,86
21,68,85
21,70,85
21,71,85
22,70,85
22,72,85
23,68,85
23,69,85
23,70,85
23,71,85
23,72,85
24,69,85
24,70,85
24,71,85
24,72,85
25,72,85
21,72,84
22,69,84
22,71,84
22,72,84
23,68,84
23,69,84
23,70,84
23,71,84
23,72,84
24,70,84
24,71,84
24,72,84
22,70,83
22,71,83
22,72,83
23,69,83
23,70,83
23,71,83
23,72,83
23,73,83
24,70,83
24,71,83
24,72,83
23,70,82
23,71,82
23,72,82
24,70,82
24,71,82
24,72,82
22,70,81
23,70,81
23,71,81
23,72,81
24,70,81
24,71,81
24,70,80
24,71,80
24,72,80
23,69,79
23,70,79
23,72,79
24,69,79
24,70,79
24,71,79
24,72,79
25,71,79
22,69,78
23,67,78
23,68,78
23,69,78
23,70,78
23,71,78
23,72,78
24,69,78
24,71,78
24,73,78
24,74,78
25,68,78
25,69,78
25,70,78
25,73,78
26,69,78
26,70,78
22,68,77
23,71,77
24,69,77
24,70,77
24,73,77
25,72,77
25,73,77
26,70,77
22,69,76
23,70,76
23,71,76
24,69,76
24,70,76
22,69,75
22,70,75
23,67,75
23,68,75
23,69,75
24,65,75
24,66,75
24,68,75
24,69,75
25,68,75
25,70,75
26,71,75
26,72,75
27,74,75
22,69,74
24,68,74
24,69,74
24,70,74
25,65,74
25,68,74
25,70,74
25,72,74
26,68,74
21,72,73
23,70,73
23,73,73
25,69,73
25,71,73
26,67,73
22,69,72
22,70,72
23,65,72
23,66,72
23,68,72
23,69,72
23,70,72
23,71,72
23,72,72
23,73,72
24,67,72
24,68,72
24,70,72
24,73,72
25,65,72
25,69,72
25,71,72
26,71,72
27,69,72
28,67,72
21,66,71
24,66,71
24,68,71
24,71,71
25,67,71
25,68,71
25,69,71
25,71,71
26,68,71
27,67,71
23,72,70
24,69,70
24,70,70
24,71,70
25,70,70
25,71,70
25,72,70
26,69,70
27,69,70
22,67,69
22,71,69
22,72,69
22,73,69
22,75,69
23,66,69
24,68,69
24,71,69
25,69,69
25,70,69
25,71,69
25,72,69
26,66,69
26,67,69
26,69,69
26,70,69
26,71,69
27,71,69
23,70,68
24,68,68
24,70,68
24,71,68
25,68,68
25,71,68
20,64,67
22,65,67
22,66,67
22,67,67
22,74,67
23,66,67
23,68,67
