npoints=176, a=(30.392045,48.193182,71.215909), b=(0.297233,-0.022309,-0.954544)
npoints=78, a=(73.487179,50.166667,40.948718), b=(0.988559,0.074275,-0.131279)
npoints=54, a=(28.981481,20.944444,30.740741), b=(0.308055,0.822309,0.478446)
npoints=40, a=(26.525000,65.150000,29.700000), b=(0.474501,-0.699134,0.534846)
npoints=30, a=(30.266667,48.800000,77.066667), b=(0.265376,0.037853,-0.963402)
npoints=12, a=(32.500000,46.166667,70.000000), b=(0.296835,-0.010766,-0.954868)
npoints=11, a=(76.909091,50.363636,42.363636), b=(0.989623,0.103555,0.099608)
npoints=10, a=(27.900000,48.700000,79.500000), b=(0.056583,-0.181290,-0.981801)
npoints=14, a=(30.571429,25.142857,30.785714), b=(0.295727,0.834233,0.465404)
npoints=8, a=(27.750000,17.125000,30.500000), b=(0.381039,0.858356,0.343562)
npoints=8, a=(77.250000,50.625000,38.000000), b=(0.985213,-0.169249,-0.026644)
npoints=5, a=(32.400000,47.600000,58.400000), b=(0.027319,-0.636664,0.770657)
npoints=4, a=(27.500000,63.750000,30.750000), b=(0.359305,-0.932064,-0.046432)
npoints=4, a=(64.750000,48.000000,39.000000), b=(0.978595,0.192943,0.071588)
npoints=4, a=(26.750000,50.500000,69.250000), b=(0.147093,0.156813,-0.976613)
npoints=3, a=(35.000000,47.666667,60.666667), b=(0.235731,0.396178,0.887397)
npoints=2, a=(22.500000,65.500000,56.000000), b=(0.126497,-0.351382,0.927647)
npoints=2, a=(32.500000,55.000000,50.000000), b=(0.036736,0.293887,-0.955134)
npoints=2, a=(30.000000,26.000000,32.500000), b=(0.168430,0.336861,0.926367)
