npoints=164, a=(24.060976,68.847561,71.176829), b=(0.073268,-0.124266,-0.989540)
npoints=76, a=(24.934211,70.776316,68.302632), b=(0.108890,-0.116359,-0.987220)
npoints=79, a=(20.936709,30.000000,25.379747), b=(0.184102,0.957963,0.220031)
npoints=38, a=(24.763158,66.368421,70.736842), b=(0.141752,-0.083496,-0.986375)
npoints=27, a=(23.148148,70.111111,60.888889), b=(0.025713,-0.209008,-0.977576)
npoints=19, a=(26.421053,69.157895,71.105263), b=(0.097742,-0.167406,-0.981031)
npoints=22, a=(22.863636,66.636364,67.772727), b=(0.120466,-0.230788,-0.965518)
npoints=17, a=(52.647059,71.941176,27.352941), b=(0.940499,0.234395,-0.246008)
npoints=15, a=(19.866667,26.600000,26.933333), b=(0.192032,0.961932,0.194451)
npoints=6, a=(24.000000,68.500000,88.000000), b=(0.865584,0.500764,0.000000)
npoints=6, a=(22.833333,69.000000,58.666667), b=(0.103685,-0.490427,-0.865292)
npoints=4, a=(71.750000,77.000000,20.000000), b=(0.947144,0.320810,0.000000)
npoints=4, a=(26.250000,69.250000,62.500000), b=(0.126112,-0.233687,0.964099)
npoints=7, a=(21.142857,30.285714,23.285714), b=(0.113162,0.970436,0.213185)
npoints=4, a=(25.000000,68.000000,69.750000), b=(0.646094,-0.573357,-0.503809)
npoints=4, a=(25.500000,69.750000,74.000000), b=(0.352289,0.886530,0.299930)
npoints=2, a=(23.500000,67.500000,68.000000), b=(0.693103,0.693103,0.198030)
npoints=2, a=(41.500000,56.500000,27.000000), b=(0.734725,0.663044,-0.143361)
npoints=2, a=(26.000000,67.000000,58.500000), b=(0.000000,0.332820,-0.942990)
npoints=2, a=(24.500000,68.500000,64.000000), b=(0.426006,0.304290,-0.852013)
